index;raw;decoding;original_shape;RandomResizedCrop;RandomHorizontalFlip;ToTensor;Normalize;
7633;671040;2098209;(683, 1024);150561;150561;602145;602145;
7634;305009;1572897;(1024, 512);150561;150561;602145;602145;
7635;91500;2359329;(1024, 768);150561;150561;602145;602145;
7636;81703;1766433;(575, 1024);150561;150561;602145;602145;
7637;403287;2359329;(1024, 768);150561;150561;602145;602145;
7638;114415;2095137;(1024, 682);150561;150561;602145;602145;
7639;102280;2359329;(768, 1024);150561;150561;602145;602145;
7640;264428;2088993;(1024, 680);150561;150561;602145;602145;
7641;203958;2104353;(1024, 685);150561;150561;602145;602145;
7642;259519;2436129;(1024, 793);150561;150561;602145;602145;
7643;247163;2196513;(715, 1024);150561;150561;602145;602145;
7644;158461;2325537;(1024, 757);150561;150561;602145;602145;
7645;174144;2359329;(1024, 768);150561;150561;602145;602145;
7646;152220;2359329;(1024, 768);150561;150561;602145;602145;
7647;122326;2359329;(1024, 768);150561;150561;602145;602145;
7648;752184;1572897;(1024, 512);150561;150561;602145;602145;
7649;194598;2359329;(1024, 768);150561;150561;602145;602145;
7650;295385;2088993;(1024, 680);150561;150561;602145;602145;
7651;164609;2088993;(1024, 680);150561;150561;602145;602145;
7652;385973;2088993;(1024, 680);150561;150561;602145;602145;
7653;392886;2088993;(1024, 680);150561;150561;602145;602145;
7654;93415;2095137;(1024, 682);150561;150561;602145;602145;
7655;176564;3145761;(1024, 1024);150561;150561;602145;602145;
7656;57900;2101281;(684, 1024);150561;150561;602145;602145;
7657;477463;3145761;(1024, 1024);150561;150561;602145;602145;
7658;239243;1769505;(1024, 576);150561;150561;602145;602145;
7659;358402;2088993;(1024, 680);150561;150561;602145;602145;
7660;337360;2359329;(1024, 768);150561;150561;602145;602145;
7661;68604;2107425;(1024, 686);150561;150561;602145;602145;
7662;172633;2359329;(1024, 768);150561;150561;602145;602145;
7663;88892;2359329;(1024, 768);150561;150561;602145;602145;
7664;547043;1886241;(1024, 614);150561;150561;602145;602145;
7665;447197;2098209;(683, 1024);150561;150561;602145;602145;
7666;730474;2359329;(768, 1024);150561;150561;602145;602145;
7667;473909;2098209;(1024, 683);150561;150561;602145;602145;
7668;230396;2359329;(1024, 768);150561;150561;602145;602145;
7669;72521;2088993;(680, 1024);150561;150561;602145;602145;
7670;534508;2088993;(1024, 680);150561;150561;602145;602145;
7671;229068;2359329;(768, 1024);150561;150561;602145;602145;
7672;214138;2092065;(1024, 681);150561;150561;602145;602145;
7673;455407;2088993;(1024, 680);150561;150561;602145;602145;
7674;781859;2359329;(1024, 768);150561;150561;602145;602145;
7675;395420;1803297;(1024, 587);150561;150561;602145;602145;
7676;91761;2359329;(1024, 768);150561;150561;602145;602145;
7677;77500;2359329;(1024, 768);150561;150561;602145;602145;
7678;239545;2092065;(1024, 681);150561;150561;602145;602145;
7679;417360;2359329;(1024, 768);150561;150561;602145;602145;
7680;170393;2359329;(1024, 768);150561;150561;602145;602145;
7681;83177;2095137;(1024, 682);150561;150561;602145;602145;
7682;884367;2039841;(1024, 664);150561;150561;602145;602145;
7683;130535;2359329;(1024, 768);150561;150561;602145;602145;
7684;231582;2359329;(1024, 768);150561;150561;602145;602145;
7685;175780;1769505;(1024, 576);150561;150561;602145;602145;
7686;175584;2359329;(768, 1024);150561;150561;602145;602145;
7687;112905;2577441;(839, 1024);150561;150561;602145;602145;
7688;574439;2264097;(737, 1024);150561;150561;602145;602145;
7689;548392;2098209;(1024, 683);150561;150561;602145;602145;
7690;292605;2359329;(1024, 768);150561;150561;602145;602145;
7691;118841;1783329;(774, 768);150561;150561;602145;602145;
7692;179190;2359329;(1024, 768);150561;150561;602145;602145;
7693;151547;2092065;(1024, 681);150561;150561;602145;602145;
7694;106910;2098209;(1024, 683);150561;150561;602145;602145;
7695;610513;2199585;(716, 1024);150561;150561;602145;602145;
7696;189000;3145761;(1024, 1024);150561;150561;602145;602145;
7697;258371;2350113;(1024, 765);150561;150561;602145;602145;
7698;352868;2718753;(1024, 885);150561;150561;602145;602145;
7699;299696;2359329;(1024, 768);150561;150561;602145;602145;
7700;348863;2359329;(768, 1024);150561;150561;602145;602145;
7701;332979;2098209;(1024, 683);150561;150561;602145;602145;
7702;737732;2405409;(1024, 783);150561;150561;602145;602145;
7703;264103;2359329;(768, 1024);150561;150561;602145;602145;
7704;195203;1775649;(1024, 578);150561;150561;602145;602145;
7705;601568;2098209;(1024, 683);150561;150561;602145;602145;
7706;104287;1769505;(768, 768);150561;150561;602145;602145;
7707;1130689;2098209;(683, 1024);150561;150561;602145;602145;
7708;132231;1763361;(1024, 574);150561;150561;602145;602145;
7709;299145;2740257;(1024, 892);150561;150561;602145;602145;
7710;144392;3145761;(1024, 1024);150561;150561;602145;602145;
7711;67019;2082849;(1024, 678);150561;150561;602145;602145;
7712;181269;2030625;(661, 1024);150561;150561;602145;602145;
7713;398889;2088993;(1024, 680);150561;150561;602145;602145;
7714;369887;2098209;(1024, 683);150561;150561;602145;602145;
7715;110404;2359329;(1024, 768);150561;150561;602145;602145;
7716;591915;2098209;(1024, 683);150561;150561;602145;602145;
7717;308897;2107425;(686, 1024);150561;150561;602145;602145;
7718;134210;2085921;(1024, 679);150561;150561;602145;602145;
7719;499051;2098209;(1024, 683);150561;150561;602145;602145;
7720;111747;2359329;(1024, 768);150561;150561;602145;602145;
7721;165943;2208801;(719, 1024);150561;150561;602145;602145;
7722;161123;2359329;(1024, 768);150561;150561;602145;602145;
7723;264191;2092065;(1024, 681);150561;150561;602145;602145;
7724;314309;2359329;(1024, 768);150561;150561;602145;602145;
7725;153544;2098209;(683, 1024);150561;150561;602145;602145;
7726;599168;2359329;(768, 1024);150561;150561;602145;602145;
7727;433511;2098209;(1024, 683);150561;150561;602145;602145;
7728;527387;1769505;(1024, 576);150561;150561;602145;602145;
7729;287862;1769505;(1024, 576);150561;150561;602145;602145;
7730;86212;1772577;(1024, 577);150561;150561;602145;602145;
7731;318495;2092065;(1024, 681);150561;150561;602145;602145;
7732;357667;2359329;(1024, 768);150561;150561;602145;602145;
7733;197321;2076705;(676, 1024);150561;150561;602145;602145;
7734;178002;2101281;(1024, 684);150561;150561;602145;602145;
7735;250222;2088993;(680, 1024);150561;150561;602145;602145;
7736;318293;2098209;(1024, 683);150561;150561;602145;602145;
7737;140124;2359329;(1024, 768);150561;150561;602145;602145;
7738;136555;2098209;(1024, 683);150561;150561;602145;602145;
7739;90425;2098209;(1024, 683);150561;150561;602145;602145;
7740;73604;2359329;(1024, 768);150561;150561;602145;602145;
7741;393420;2359329;(1024, 768);150561;150561;602145;602145;
7742;286199;2359329;(768, 1024);150561;150561;602145;602145;
7743;295965;2088993;(1024, 680);150561;150561;602145;602145;
7744;116043;1797153;(768, 780);150561;150561;602145;602145;
7745;259848;2359329;(1024, 768);150561;150561;602145;602145;
7746;125989;1330209;(1024, 433);150561;150561;602145;602145;
7747;468526;2359329;(1024, 768);150561;150561;602145;602145;
7748;139768;2359329;(768, 1024);150561;150561;602145;602145;
7749;63426;2095137;(1024, 682);150561;150561;602145;602145;
7750;308993;1597473;(1024, 520);150561;150561;602145;602145;
7751;440639;2516001;(819, 1024);150561;150561;602145;602145;
7752;93443;3145761;(1024, 1024);150561;150561;602145;602145;
7753;59812;2098209;(683, 1024);150561;150561;602145;602145;
7754;154177;2098209;(1024, 683);150561;150561;602145;602145;
7755;594733;1769505;(1024, 576);150561;150561;602145;602145;
7756;633365;2088993;(1024, 680);150561;150561;602145;602145;
7757;76357;2098209;(1024, 683);150561;150561;602145;602145;
7758;249947;1468449;(1024, 478);150561;150561;602145;602145;
7759;135768;2359329;(1024, 768);150561;150561;602145;602145;
7760;356696;2359329;(768, 1024);150561;150561;602145;602145;
7761;224786;2359329;(1024, 768);150561;150561;602145;602145;
7762;298451;2128929;(1024, 693);150561;150561;602145;602145;
7763;287943;3056673;(995, 1024);150561;150561;602145;602145;
7764;169120;2359329;(1024, 768);150561;150561;602145;602145;
7765;730233;2098209;(1024, 683);150561;150561;602145;602145;
7766;436379;2098209;(1024, 683);150561;150561;602145;602145;
7767;191565;2359329;(1024, 768);150561;150561;602145;602145;
7768;697157;2095137;(1024, 682);150561;150561;602145;602145;
7769;141035;2082849;(1024, 678);150561;150561;602145;602145;
7770;701829;2350113;(1024, 765);150561;150561;602145;602145;
7771;282636;2509857;(1024, 817);150561;150561;602145;602145;
7772;91933;2359329;(1024, 768);150561;150561;602145;602145;
7773;198013;2359329;(1024, 768);150561;150561;602145;602145;
7774;132090;2178081;(1024, 709);150561;150561;602145;602145;
7775;361424;2079777;(1024, 677);150561;150561;602145;602145;
7776;142901;2359329;(1024, 768);150561;150561;602145;602145;
7777;178348;2359329;(768, 1024);150561;150561;602145;602145;
7778;116602;2359329;(768, 1024);150561;150561;602145;602145;
7779;328387;2359329;(1024, 768);150561;150561;602145;602145;
7780;690359;2092065;(1024, 681);150561;150561;602145;602145;
7781;174357;1072161;(1024, 349);150561;150561;602145;602145;
7782;176323;2390049;(1024, 778);150561;150561;602145;602145;
7783;1011553;2092065;(1024, 681);150561;150561;602145;602145;
7784;52594;2082849;(1024, 678);150561;150561;602145;602145;
7785;118133;2359329;(1024, 768);150561;150561;602145;602145;
7786;80523;2085921;(1024, 679);150561;150561;602145;602145;
7787;592775;2098209;(1024, 683);150561;150561;602145;602145;
7788;824262;2476065;(806, 1024);150561;150561;602145;602145;
7789;689244;2998305;(1024, 976);150561;150561;602145;602145;
7790;271396;2359329;(1024, 768);150561;150561;602145;602145;
7791;240374;2092065;(1024, 681);150561;150561;602145;602145;
7792;164865;2098209;(1024, 683);150561;150561;602145;602145;
7793;105332;2359329;(1024, 768);150561;150561;602145;602145;
7794;124825;2239521;(1024, 729);150561;150561;602145;602145;
7795;509392;2098209;(683, 1024);150561;150561;602145;602145;
7796;387518;2098209;(1024, 683);150561;150561;602145;602145;
7797;316593;2067489;(1024, 673);150561;150561;602145;602145;
7798;198830;1769505;(1024, 576);150561;150561;602145;602145;
7799;210306;2359329;(1024, 768);150561;150561;602145;602145;
7800;441028;2193441;(1024, 714);150561;150561;602145;602145;
7801;199689;2359329;(1024, 768);150561;150561;602145;602145;
7802;133075;2095137;(1024, 682);150561;150561;602145;602145;
7803;253757;2359329;(1024, 768);150561;150561;602145;602145;
7804;440361;1769505;(1024, 576);150561;150561;602145;602145;
7805;107329;2350113;(1024, 765);150561;150561;602145;602145;
7806;44056;2359329;(1024, 768);150561;150561;602145;602145;
7807;89177;2098209;(683, 1024);150561;150561;602145;602145;
7808;401643;2098209;(1024, 683);150561;150561;602145;602145;
7809;383956;2362401;(769, 1024);150561;150561;602145;602145;
7810;108889;3130401;(1024, 1019);150561;150561;602145;602145;
7811;610504;2088993;(1024, 680);150561;150561;602145;602145;
7812;73433;1391649;(1024, 453);150561;150561;602145;602145;
7813;833656;2095137;(682, 1024);150561;150561;602145;602145;
7814;313147;2562081;(834, 1024);150561;150561;602145;602145;
7815;236296;2359329;(1024, 768);150561;150561;602145;602145;
7816;345006;2359329;(1024, 768);150561;150561;602145;602145;
7817;133733;2088993;(680, 1024);150561;150561;602145;602145;
7818;169602;2448417;(797, 1024);150561;150561;602145;602145;
7819;866438;2098209;(683, 1024);150561;150561;602145;602145;
7820;410923;2961441;(1024, 964);150561;150561;602145;602145;
7821;104401;2359329;(1024, 768);150561;150561;602145;602145;
7822;323984;2359329;(768, 1024);150561;150561;602145;602145;
7823;91980;2241825;(973, 768);150561;150561;602145;602145;
7824;1523478;1956897;(1024, 637);150561;150561;602145;602145;
7825;417473;2098209;(683, 1024);150561;150561;602145;602145;
7826;345522;2098209;(1024, 683);150561;150561;602145;602145;
7827;295351;2073633;(1024, 675);150561;150561;602145;602145;
7828;101434;958497;(1024, 312);150561;150561;602145;602145;
7829;308678;2359329;(1024, 768);150561;150561;602145;602145;
7830;198847;3145761;(1024, 1024);150561;150561;602145;602145;
7831;409956;1963041;(1024, 639);150561;150561;602145;602145;
7832;211020;2359329;(1024, 768);150561;150561;602145;602145;
7833;734240;2098209;(683, 1024);150561;150561;602145;602145;
7834;197466;2098209;(683, 1024);150561;150561;602145;602145;
7835;848351;2224161;(1024, 724);150561;150561;602145;602145;
7836;148274;2095137;(1024, 682);150561;150561;602145;602145;
7837;112227;2359329;(1024, 768);150561;150561;602145;602145;
7838;231650;2359329;(1024, 768);150561;150561;602145;602145;
7839;213371;2098209;(1024, 683);150561;150561;602145;602145;
7840;76903;2132001;(1024, 694);150561;150561;602145;602145;
7841;486501;2178081;(1024, 709);150561;150561;602145;602145;
7842;172666;2359329;(1024, 768);150561;150561;602145;602145;
7843;606255;2098209;(1024, 683);150561;150561;602145;602145;
7844;214551;3145761;(1024, 1024);150561;150561;602145;602145;
7845;206428;2079777;(1024, 677);150561;150561;602145;602145;
7846;298612;3145761;(1024, 1024);150561;150561;602145;602145;
7847;253011;2359329;(1024, 768);150561;150561;602145;602145;
7848;66592;2359329;(1024, 768);150561;150561;602145;602145;
7849;156523;3145761;(1024, 1024);150561;150561;602145;602145;
7850;212634;2359329;(768, 1024);150561;150561;602145;602145;
7851;83910;2101281;(1024, 684);150561;150561;602145;602145;
7852;303866;2085921;(1024, 679);150561;150561;602145;602145;
7853;262367;1966113;(1024, 640);150561;150561;602145;602145;
7854;79154;1769505;(1024, 576);150561;150561;602145;602145;
7855;81428;2085921;(1024, 679);150561;150561;602145;602145;
7856;97790;2359329;(768, 1024);150561;150561;602145;602145;
7857;362357;2092065;(1024, 681);150561;150561;602145;602145;
7858;141147;1686561;(1024, 549);150561;150561;602145;602145;
7859;188451;2313249;(1024, 753);150561;150561;602145;602145;
7860;218555;2092065;(1024, 681);150561;150561;602145;602145;
7861;93444;2098209;(1024, 683);150561;150561;602145;602145;
7862;272127;2356257;(1024, 767);150561;150561;602145;602145;
7863;183884;2359329;(768, 1024);150561;150561;602145;602145;
7864;91670;2359329;(1024, 768);150561;150561;602145;602145;
7865;425262;1772577;(1024, 577);150561;150561;602145;602145;
7866;339009;2359329;(1024, 768);150561;150561;602145;602145;
7867;317381;2359329;(1024, 768);150561;150561;602145;602145;
7868;391333;2092065;(681, 1024);150561;150561;602145;602145;
7869;505456;2359329;(1024, 768);150561;150561;602145;602145;
7870;120211;2165793;(705, 1024);150561;150561;602145;602145;
7871;424221;1772577;(1024, 577);150561;150561;602145;602145;
7872;257112;2049057;(667, 1024);150561;150561;602145;602145;
7873;118598;2088993;(1024, 680);150561;150561;602145;602145;
7874;447518;2098209;(1024, 683);150561;150561;602145;602145;
7875;305311;3145761;(1024, 1024);150561;150561;602145;602145;
7876;82176;2580513;(840, 1024);150561;150561;602145;602145;
7877;301805;2288673;(1024, 745);150561;150561;602145;602145;
7878;119920;2359329;(1024, 768);150561;150561;602145;602145;
7879;348165;3084321;(1004, 1024);150561;150561;602145;602145;
7880;273400;2082849;(1024, 678);150561;150561;602145;602145;
7881;301572;2082849;(1024, 678);150561;150561;602145;602145;
7882;240970;2098209;(1024, 683);150561;150561;602145;602145;
7883;192879;1938465;(631, 1024);150561;150561;602145;602145;
7884;215300;2359329;(1024, 768);150561;150561;602145;602145;
7885;429158;2156577;(1024, 702);150561;150561;602145;602145;
7886;261088;2092065;(1024, 681);150561;150561;602145;602145;
7887;112746;2227233;(1024, 725);150561;150561;602145;602145;
7888;346463;2359329;(1024, 768);150561;150561;602145;602145;
7889;309643;1877025;(611, 1024);150561;150561;602145;602145;
7890;121238;3145761;(1024, 1024);150561;150561;602145;602145;
7891;146504;2098209;(1024, 683);150561;150561;602145;602145;
7892;220682;2095137;(1024, 682);150561;150561;602145;602145;
7893;99614;2359329;(768, 1024);150561;150561;602145;602145;
7894;79451;2350113;(1024, 765);150561;150561;602145;602145;
7895;243868;2359329;(1024, 768);150561;150561;602145;602145;
7896;97799;2552865;(1024, 831);150561;150561;602145;602145;
7897;118198;1778721;(1024, 579);150561;150561;602145;602145;
7898;405363;2098209;(1024, 683);150561;150561;602145;602145;
7899;62288;2359329;(1024, 768);150561;150561;602145;602145;
7900;437488;2359329;(1024, 768);150561;150561;602145;602145;
7901;952101;2088993;(1024, 680);150561;150561;602145;602145;
7902;349570;2359329;(1024, 768);150561;150561;602145;602145;
7903;201532;3145761;(1024, 1024);150561;150561;602145;602145;
7904;233108;2359329;(1024, 768);150561;150561;602145;602145;
7905;412700;2098209;(683, 1024);150561;150561;602145;602145;
7906;870828;2098209;(1024, 683);150561;150561;602145;602145;
7907;573174;3142689;(1023, 1024);150561;150561;602145;602145;
7908;180789;2104353;(1024, 685);150561;150561;602145;602145;
7909;183244;1572897;(1024, 512);150561;150561;602145;602145;
7910;191079;2359329;(1024, 768);150561;150561;602145;602145;
7911;168125;3145761;(1024, 1024);150561;150561;602145;602145;
7912;420203;2365473;(1024, 770);150561;150561;602145;602145;
7913;150396;1769505;(1024, 576);150561;150561;602145;602145;
7914;206941;3145761;(1024, 1024);150561;150561;602145;602145;
7915;232825;2359329;(1024, 768);150561;150561;602145;602145;
7916;191184;2098209;(1024, 683);150561;150561;602145;602145;
7917;512398;2098209;(683, 1024);150561;150561;602145;602145;
7918;216481;2092065;(1024, 681);150561;150561;602145;602145;
7919;267607;1769505;(1024, 576);150561;150561;602145;602145;
7920;79324;2359329;(1024, 768);150561;150561;602145;602145;
7921;808690;2841633;(1024, 925);150561;150561;602145;602145;
7922;190734;2359329;(1024, 768);150561;150561;602145;602145;
7923;160452;2359329;(1024, 768);150561;150561;602145;602145;
7924;448863;1769505;(1024, 576);150561;150561;602145;602145;
7925;153403;2098209;(1024, 683);150561;150561;602145;602145;
7926;272006;2104353;(1024, 685);150561;150561;602145;602145;
7927;155127;2359329;(1024, 768);150561;150561;602145;602145;
7928;177001;2359329;(768, 1024);150561;150561;602145;602145;
7929;154304;2359329;(1024, 768);150561;150561;602145;602145;
7930;178978;3145761;(1024, 1024);150561;150561;602145;602145;
7931;404834;2359329;(768, 1024);150561;150561;602145;602145;
7932;98869;2098209;(1024, 683);150561;150561;602145;602145;
7933;418257;2104353;(1024, 685);150561;150561;602145;602145;
7934;87691;2359329;(768, 1024);150561;150561;602145;602145;
7935;182475;2098209;(1024, 683);150561;150561;602145;602145;
7936;173446;2359329;(1024, 768);150561;150561;602145;602145;
7937;1909844;2098209;(1024, 683);150561;150561;602145;602145;
7938;88844;2073633;(675, 1024);150561;150561;602145;602145;
7939;496348;2359329;(1024, 768);150561;150561;602145;602145;
7940;294057;2359329;(1024, 768);150561;150561;602145;602145;
7941;78599;2098209;(1024, 683);150561;150561;602145;602145;
7942;146654;2098209;(1024, 683);150561;150561;602145;602145;
7943;363636;2098209;(1024, 683);150561;150561;602145;602145;
7944;829140;2095137;(682, 1024);150561;150561;602145;602145;
7945;230150;1618977;(1024, 527);150561;150561;602145;602145;
7946;239006;2098209;(683, 1024);150561;150561;602145;602145;
7947;587959;3145761;(1024, 1024);150561;150561;602145;602145;
7948;329896;2098209;(683, 1024);150561;150561;602145;602145;
7949;739630;2088993;(1024, 680);150561;150561;602145;602145;
7950;303681;2359329;(1024, 768);150561;150561;602145;602145;
7951;225773;2098209;(683, 1024);150561;150561;602145;602145;
7952;468328;2359329;(1024, 768);150561;150561;602145;602145;
7953;360553;2359329;(1024, 768);150561;150561;602145;602145;
7954;526888;2359329;(1024, 768);150561;150561;602145;602145;
7955;456109;1769505;(1024, 576);150561;150561;602145;602145;
7956;84323;2098209;(1024, 683);150561;150561;602145;602145;
7957;171202;2359329;(1024, 768);150561;150561;602145;602145;
7958;100409;2727969;(888, 1024);150561;150561;602145;602145;
7959;430491;2359329;(1024, 768);150561;150561;602145;602145;
7960;130522;2359329;(1024, 768);150561;150561;602145;602145;
7961;268957;3142689;(1023, 1024);150561;150561;602145;602145;
7962;434100;2359329;(1024, 768);150561;150561;602145;602145;
7963;800455;2088993;(680, 1024);150561;150561;602145;602145;
7964;361952;2098209;(1024, 683);150561;150561;602145;602145;
7965;126449;2359329;(1024, 768);150561;150561;602145;602145;
7966;1095378;2144289;(1024, 698);150561;150561;602145;602145;
7967;135944;2359329;(1024, 768);150561;150561;602145;602145;
7968;139505;2107425;(686, 1024);150561;150561;602145;602145;
7969;138065;2107425;(1024, 686);150561;150561;602145;602145;
7970;500484;1769505;(1024, 576);150561;150561;602145;602145;
7971;265065;2359329;(1024, 768);150561;150561;602145;602145;
7972;434453;2359329;(1024, 768);150561;150561;602145;602145;
7973;250783;2359329;(1024, 768);150561;150561;602145;602145;
7974;421308;2088993;(1024, 680);150561;150561;602145;602145;
7975;231396;2359329;(1024, 768);150561;150561;602145;602145;
7976;215641;2359329;(1024, 768);150561;150561;602145;602145;
7977;846087;2098209;(1024, 683);150561;150561;602145;602145;
7978;524235;2125857;(1024, 692);150561;150561;602145;602145;
7979;583525;2107425;(1024, 686);150561;150561;602145;602145;
7980;83421;2095137;(1024, 682);150561;150561;602145;602145;
7981;121813;2082849;(678, 1024);150561;150561;602145;602145;
7982;283690;2359329;(1024, 768);150561;150561;602145;602145;
7983;70990;2095137;(1024, 682);150561;150561;602145;602145;
7984;251630;2098209;(1024, 683);150561;150561;602145;602145;
7985;233583;2110497;(687, 1024);150561;150561;602145;602145;
7986;92021;1815585;(1024, 591);150561;150561;602145;602145;
7987;148623;1806369;(1024, 588);150561;150561;602145;602145;
7988;340771;2088993;(1024, 680);150561;150561;602145;602145;
7989;188283;2101281;(1024, 684);150561;150561;602145;602145;
7990;70231;1794081;(1024, 584);150561;150561;602145;602145;
7991;350918;2104353;(1024, 685);150561;150561;602145;602145;
7992;345433;2104353;(685, 1024);150561;150561;602145;602145;
7993;1961768;2098209;(1024, 683);150561;150561;602145;602145;
7994;332565;2359329;(1024, 768);150561;150561;602145;602145;
7995;584994;2098209;(1024, 683);150561;150561;602145;602145;
7996;227855;1772577;(577, 1024);150561;150561;602145;602145;
7997;607704;2390049;(1024, 778);150561;150561;602145;602145;
7998;525813;2110497;(1024, 687);150561;150561;602145;602145;
7999;204652;2082849;(1024, 678);150561;150561;602145;602145;
8000;409896;2098209;(1024, 683);150561;150561;602145;602145;
8001;545218;2365473;(770, 1024);150561;150561;602145;602145;
8002;325974;2359329;(768, 1024);150561;150561;602145;602145;
8003;108149;2359329;(1024, 768);150561;150561;602145;602145;
8004;324192;1496097;(1024, 487);150561;150561;602145;602145;
8005;81956;2506785;(1024, 816);150561;150561;602145;602145;
8006;333061;2088993;(1024, 680);150561;150561;602145;602145;
8007;601391;2270241;(1024, 739);150561;150561;602145;602145;
8008;163633;2144289;(1024, 698);150561;150561;602145;602145;
8009;246506;2095137;(1024, 682);150561;150561;602145;602145;
8010;199684;2359329;(1024, 768);150561;150561;602145;602145;
8011;244179;2359329;(1024, 768);150561;150561;602145;602145;
8012;316287;2092065;(1024, 681);150561;150561;602145;602145;
8013;103510;2092065;(1024, 681);150561;150561;602145;602145;
8014;320942;2098209;(1024, 683);150561;150561;602145;602145;
8015;161139;2519073;(1024, 820);150561;150561;602145;602145;
8016;235536;2906145;(946, 1024);150561;150561;602145;602145;
8017;155318;1769505;(1024, 576);150561;150561;602145;602145;
8018;179472;2930721;(954, 1024);150561;150561;602145;602145;
8019;176465;3145761;(1024, 1024);150561;150561;602145;602145;
8020;245114;2101281;(1024, 684);150561;150561;602145;602145;
8021;238806;2359329;(1024, 768);150561;150561;602145;602145;
8022;532684;2463777;(1024, 802);150561;150561;602145;602145;
8023;969928;2359329;(1024, 768);150561;150561;602145;602145;
8024;253431;2359329;(1024, 768);150561;150561;602145;602145;
8025;447227;2359329;(1024, 768);150561;150561;602145;602145;
8026;51549;1996833;(650, 1024);150561;150561;602145;602145;
8027;176705;3145761;(1024, 1024);150561;150561;602145;602145;
8028;372963;2359329;(768, 1024);150561;150561;602145;602145;
8029;166932;2359329;(1024, 768);150561;150561;602145;602145;
8030;231136;1763361;(1024, 574);150561;150561;602145;602145;
8031;321597;2494497;(812, 1024);150561;150561;602145;602145;
8032;653158;2070561;(674, 1024);150561;150561;602145;602145;
8033;407925;1769505;(1024, 576);150561;150561;602145;602145;
8034;466892;2098209;(1024, 683);150561;150561;602145;602145;
8035;94097;2147361;(1024, 699);150561;150561;602145;602145;
8036;90795;2098209;(1024, 683);150561;150561;602145;602145;
8037;139645;2208801;(719, 1024);150561;150561;602145;602145;
8038;224080;1880097;(1024, 612);150561;150561;602145;602145;
8039;171454;2098209;(1024, 683);150561;150561;602145;602145;
8040;234053;2337825;(1024, 761);150561;150561;602145;602145;
8041;576909;2359329;(768, 1024);150561;150561;602145;602145;
8042;69645;2359329;(1024, 768);150561;150561;602145;602145;
8043;466482;2098209;(1024, 683);150561;150561;602145;602145;
8044;626003;2098209;(1024, 683);150561;150561;602145;602145;
8045;332090;2429985;(791, 1024);150561;150561;602145;602145;
8046;395594;1861665;(606, 1024);150561;150561;602145;602145;
8047;260025;2098209;(1024, 683);150561;150561;602145;602145;
8048;172227;2107425;(1024, 686);150561;150561;602145;602145;
8049;368749;2110497;(1024, 687);150561;150561;602145;602145;
8050;231860;2098209;(1024, 683);150561;150561;602145;602145;
8051;112115;2359329;(1024, 768);150561;150561;602145;602145;
8052;183989;2359329;(768, 1024);150561;150561;602145;602145;
8053;545616;2082849;(1024, 678);150561;150561;602145;602145;
8054;490885;2098209;(1024, 683);150561;150561;602145;602145;
8055;171059;2098209;(1024, 683);150561;150561;602145;602145;
8056;331894;2098209;(1024, 683);150561;150561;602145;602145;
8057;671115;2088993;(1024, 680);150561;150561;602145;602145;
8058;77284;1827873;(1024, 595);150561;150561;602145;602145;
8059;491620;2359329;(1024, 768);150561;150561;602145;602145;
8060;240457;2359329;(1024, 768);150561;150561;602145;602145;
8061;608879;2359329;(1024, 768);150561;150561;602145;602145;
8062;126973;2359329;(1024, 768);150561;150561;602145;602145;
8063;119997;1794849;(779, 768);150561;150561;602145;602145;
8064;143362;2359329;(768, 1024);150561;150561;602145;602145;
8065;146277;2359329;(1024, 768);150561;150561;602145;602145;
8066;462588;2359329;(1024, 768);150561;150561;602145;602145;
8067;183323;2359329;(768, 1024);150561;150561;602145;602145;
8068;354493;2027553;(1024, 660);150561;150561;602145;602145;
8069;175453;2098209;(1024, 683);150561;150561;602145;602145;
8070;220765;2359329;(768, 1024);150561;150561;602145;602145;
8071;525073;2233377;(1024, 727);150561;150561;602145;602145;
8072;273352;2359329;(1024, 768);150561;150561;602145;602145;
8073;567344;2098209;(1024, 683);150561;150561;602145;602145;
8074;211475;2092065;(1024, 681);150561;150561;602145;602145;
8075;458411;2359329;(1024, 768);150561;150561;602145;602145;
8076;140188;2098209;(1024, 683);150561;150561;602145;602145;
8077;305426;2088993;(1024, 680);150561;150561;602145;602145;
8078;72402;2110497;(687, 1024);150561;150561;602145;602145;
8079;495245;2359329;(1024, 768);150561;150561;602145;602145;
8080;106635;2359329;(1024, 768);150561;150561;602145;602145;
8081;857382;2098209;(683, 1024);150561;150561;602145;602145;
8082;107968;1883169;(1024, 613);150561;150561;602145;602145;
8083;141484;1766433;(1024, 575);150561;150561;602145;602145;
8084;524783;2359329;(1024, 768);150561;150561;602145;602145;
8085;160764;1873953;(1024, 610);150561;150561;602145;602145;
8086;148965;2098209;(683, 1024);150561;150561;602145;602145;
8087;282451;2359329;(1024, 768);150561;150561;602145;602145;
8088;510747;2104353;(1024, 685);150561;150561;602145;602145;
8089;233547;2359329;(1024, 768);150561;150561;602145;602145;
8090;129664;2128929;(1024, 693);150561;150561;602145;602145;
8091;289505;2098209;(683, 1024);150561;150561;602145;602145;
8092;611681;2168865;(706, 1024);150561;150561;602145;602145;
8093;270674;2359329;(1024, 768);150561;150561;602145;602145;
8094;205286;2098209;(1024, 683);150561;150561;602145;602145;
8095;401299;1769505;(1024, 576);150561;150561;602145;602145;
8096;116298;2359329;(1024, 768);150561;150561;602145;602145;
